0.00446145  179.986  -0.255243
0.0249407  179.189  -1.17669
0.00321358  179.83  -0.0696312
0.00420709  180.113  -0.213092
0.00824829  179.614  -0.273038
0.00900838  180.418  0.303119
0.00226335  180.103  -0.0786149
0.013599  180.685  0.371569
0.00587426  180.212  0.261114
0.00726079  180.414  -0.0355763
0.00688185  180.268  -0.289387
0.0074824  179.663  -0.264376
0.0139547  179.224  0.191071
0.008081  180.286  0.364069
0.0356425  178.261  -1.07097
0.00672661  180.301  0.240432
0.00150258  179.958  -0.0753558
0.00892955  180.312  -0.405366
0.0122659  180.692  -0.123349
0.0101401  179.441  0.156575
0.00889377  180.47  0.196988
0.0302974  181.306  -1.14377
0.0257352  180.99  -1.0932
0.00415524  180.09  0.220413
0.00511609  180.267  0.12152
0.0103862  179.556  0.396281
0.00288971  179.971  -0.162937
0.00554828  180.294  -0.120359
0.00960914  180.506  -0.217008
0.0771952  178.432  -4.13608
0.0281336  179.815  -1.60128
0.0188386  179.102  -0.59942
0.0167772  179.079  0.274651
0.00633879  180.141  -0.334601
0.0542135  180.138  3.10315
0.00306702  180.172  0.0362565
0.00353849  180.057  -0.194461
0.0190582  179.56  -0.999489
0.0104198  180.595  0.0437356
0.00668844  180.255  0.285664
0.00769994  180.242  0.368906
0.0059803  180.336  0.0670517
0.0106842  180.574  0.212114
0.0099138  180.447  -0.349942
0.0131229  180.516  0.546536
0.00291027  179.889  0.124354
0.00689603  180.069  -0.388984
0.00326002  180.13  -0.133927
0.00547797  179.902  -0.298021
0.00975829  179.791  -0.518472
0.00212194  179.981  0.120056
0.00719892  180.342  0.230761
0.0183268  179.965  1.04947
0.0143506  179.195  -0.169401
0.00491629  180.114  0.257557
0.0114275  180.645  -0.113163
0.0107557  179.428  0.229773
0.00967561  179.489  -0.215641
0.00756574  180.182  0.39351
0.00440619  180.125  0.219057
0.00206271  180.01  0.117772
0.00963892  179.449  -0.0324948
0.0374591  177.963  -0.674956
0.022962  180.25  1.29172
0.00421361  179.771  -0.0761941
0.0213832  179.872  -1.21844
0.000894287  179.977  0.0457006
0.00685746  180.029  -0.391843
0.0013124  180.012  0.0742352
0.00594976  179.72  -0.194177
0.0172456  180.961  -0.230515
0.00218695  180.044  -0.117326
0.00815364  180.209  -0.417858
0.0180906  180.808  0.648835
0.033311  178.717  -1.41287
0.0092901  180.531  -0.0340402
0.0128061  179.592  0.609628
0.00897173  180.42  0.296564
0.041254  178.203  -1.53602
0.0200057  178.854  -0.0336773
0.000406041  180.022  0.00666741
0.00657129  180.29  -0.24014
0.00796919  179.967  0.455409
0.00446696  180.212  -0.143348
0.0082425  179.915  0.464546
0.0131887  179.246  -0.0450129
0.00333318  179.988  -0.190628
0.00169574  180.029  0.0926572
0.00411012  179.977  -0.23438
0.00313401  180.049  0.172658
0.0108133  179.868  0.605358
0.00204505  179.885  -0.0216676
0.00715027  179.639  0.193124
0.00436822  180.193  -0.158877
0.0106771  179.869  -0.597648
0.00712407  179.623  0.15704
0.0090882  179.539  0.242474
0.0143136  180.44  0.691798
0.0170077  179.078  0.314355
0.0356978  182.045  0.00709769
0.00172611  180.096  0.0218497
0.0133566  179.575  -0.636314
0.0121068  179.65  -0.598644
0.00159799  180.079  0.0468153
0.00464613  180.051  -0.261229
0.00276745  179.975  -0.156567
0.0116689  180.664  0.0780703
0.00298123  179.959  0.165803
0.015193  179.362  -0.592225
0.0207344  179.842  1.17749
0.00958942  180.331  0.43825
0.0128215  180.253  0.689551
0.00935342  179.746  0.472072
0.0179632  179.633  -0.961756
0.00375697  179.877  -0.176879
0.00654353  180.277  -0.252344
0.00390882  179.951  0.21859
0.00876081  180.31  -0.395004
0.00395714  179.977  0.225608
0.00760182  180.368  0.232256
0.01684  180.259  0.929509
0.00195177  179.909  -0.0648584
0.00510396  180.279  0.0891627
0.00708709  180.253  0.31725
0.00708089  179.61  -0.113399
0.00615487  180.092  0.340527
0.00635765  180.114  -0.34584
0.0362765  177.923  0.0693772
0.0124318  179.593  -0.584497
0.00157695  179.999  -0.090349
0.006658  179.701  0.23719
0.0135513  180.417  -0.654897
0.00218586  180.022  0.12326
0.038255  182.19  0.0811828
0.00834134  179.807  -0.437095
0.0045231  180.078  0.247045
0.0162783  180.912  -0.195468
0.00303976  179.84  -0.0687794
0.00294083  179.976  -0.166737
0.0113609  180.546  -0.354652
0.0132365  180.168  0.739626
0.00302635  180.173  -0.0170014
0.019019  179.812  1.07342
0.0010893  179.941  0.0198931
0.0313097  179.646  -1.75861
0.0116146  179.336  -0.036147
0.00420076  180.206  0.125259
0.0153372  180.293  -0.828453
0.0161858  179.082  0.132981
0.00599355  180.094  0.330328
0.00285085  179.837  -0.00585131
0.00589979  180.336  0.0360057
0.00356893  179.851  -0.139872
0.00151134  180.082  0.026828
0.0048018  179.732  -0.0622259
0.00536181  179.804  0.236338
0.00537704  180.198  -0.235732
0.00457571  179.746  0.0634198
0.00202316  179.92  0.0835067
0.00883523  179.942  0.502893
0.00557611  180.258  0.188576
0.00281173  179.842  -0.0315875
0.00985441  180.008  0.564561
0.0233854  180.573  -1.21118
0.00534782  179.694  -0.021514
0.064761  181.19  3.51472
0.0128332  180.726  0.115539
0.0135828  180.757  -0.181326
0.000115842  179.995  0.00398132
0.0063046  179.891  -0.344391
0.00464768  179.793  -0.167112
0.00315122  179.868  -0.123588
0.00539726  179.697  -0.059669
0.00309866  179.834  0.0624295
0.0027993  179.857  -0.0727244
