0.00e+00  4.42e+01
3.99e+04  9.99e+01
7.98e+04  1.56e+02
1.20e+05  2.11e+02
1.60e+05  2.60e+02
2.00e+05  2.86e+02
2.40e+05  3.12e+02
2.79e+05  3.39e+02
3.19e+05  3.59e+02
3.59e+05  3.70e+02
3.99e+05  3.82e+02
4.39e+05  3.94e+02
4.79e+05  3.95e+02
5.19e+05  3.92e+02
5.59e+05  3.88e+02
5.99e+05  3.25e+02
6.39e+05  2.33e+02
6.79e+05  2.78e+02
7.19e+05  4.57e+02
7.58e+05  5.22e+02
7.98e+05  3.69e+02
8.38e+05  2.46e+02
8.78e+05  2.59e+02
9.18e+05  2.73e+02
9.58e+05  5.26e+02
9.98e+05  8.56e+02
1.04e+06  6.07e+02
1.08e+06  2.55e+02
1.12e+06  2.14e+02
1.16e+06  3.16e+02
1.20e+06  3.24e+02
1.24e+06  2.47e+02
1.28e+06  1.69e+02
1.32e+06  1.60e+02
1.36e+06  2.04e+02
1.40e+06  4.01e+02
1.44e+06  4.46e+02
1.48e+06  1.08e+03
1.52e+06  1.13e+03
1.56e+06  1.43e+03
1.60e+06  1.13e+03
1.64e+06  1.08e+03
1.68e+06  1.04e+03
1.72e+06  5.13e+02
1.76e+06  2.75e+02
1.80e+06  8.16e+01
1.84e+06  2.21e+02
1.88e+06  3.13e+02
1.92e+06  2.22e+02
1.96e+06  1.30e+02
2.00e+06  1.58e+02
2.04e+06  2.20e+02
2.08e+06  2.65e+02
2.12e+06  3.01e+02
2.16e+06  2.65e+02
2.20e+06  1.42e+02
2.24e+06  0
2.28e+06  1.76e+02
2.32e+06  2.22e+02
2.36e+06  2.40e+02
2.40e+06  2.78e+02
2.44e+06  3.88e+02
2.47e+06  4.97e+02
2.51e+06  4.50e+02
2.55e+06  3.64e+02
2.59e+06  3.39e+02
2.63e+06  3.50e+02
2.67e+06  3.15e+02
2.71e+06  2.62e+02
2.75e+06  2.12e+02
2.79e+06  3.14e+02
2.83e+06  3.62e+02
2.87e+06  3.28e+02
2.91e+06  2.94e+02
2.95e+06  2.60e+02
2.99e+06  2.26e+02
3.03e+06  1.92e+02
3.07e+06  1.58e+02
3.11e+06  1.64e+02
3.15e+06  1.74e+02
3.19e+06  1.84e+02
3.23e+06  1.94e+02
3.27e+06  2.04e+02
3.31e+06  2.14e+02
3.35e+06  2.24e+02
3.39e+06  2.34e+02
3.43e+06  2.43e+02
3.47e+06  2.53e+02
3.51e+06  2.63e+02
3.55e+06  2.61e+02
3.59e+06  2.56e+02
3.63e+06  2.51e+02
3.67e+06  2.46e+02
3.71e+06  2.41e+02
3.75e+06  2.35e+02
3.79e+06  2.30e+02
3.83e+06  2.25e+02
3.87e+06  2.20e+02
3.91e+06  2.15e+02
3.95e+06  2.10e+02
