3.000e+01  7.908e-04
3.799e+01  4.816e-04
4.811e+01  2.933e-04
6.093e+01  1.786e-04
7.716e+01  1.088e-04
9.771e+01  6.624e-05
1.237e+02  4.034e-05
1.567e+02  2.457e-05
1.984e+02  1.496e-05
2.513e+02  9.111e-06
3.182e+02  5.549e-06
4.030e+02  3.379e-06
5.104e+02  2.058e-06
6.463e+02  1.253e-06
8.185e+02  7.632e-07
1.037e+03  4.648e-07
1.313e+03  2.831e-07
1.662e+03  1.724e-07
2.105e+03  1.050e-07
2.666e+03  6.393e-08
3.376e+03  3.894e-08
4.275e+03  2.371e-08
5.414e+03  1.444e-08
6.856e+03  8.794e-09
8.683e+03  5.356e-09
1.100e+04  3.262e-09
1.392e+04  1.986e-09
1.763e+04  1.210e-09
2.233e+04  7.367e-10
2.828e+04  4.486e-10
3.581e+04  2.732e-10
4.535e+04  1.664e-10
5.743e+04  1.013e-10
7.273e+04  6.171e-11
9.211e+04  3.758e-11
1.166e+05  2.289e-11
1.477e+05  1.394e-11
1.871e+05  8.488e-12
2.369e+05  5.169e-12
3.000e+05  3.148e-12
