EnergyBins= 50
MinimumEnergy= 10
MaximumEnergy= 3e+08
TimeBins= 1000
TimeBinWidth= 0.016
-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
-0.312514	-0.144012	-0.0663634	-0.0305815	-0.0140925	-0.00649408	-0.00299259	-0.00137904	-0.000635486	-0.000292843	-0.000134948	-6.21863e-05	-2.86566e-05	-1.32055e-05	-6.08532e-06	-2.80422e-06	-1.29224e-06	-5.95486e-07	-2.74411e-07	-1.26454e-07	-5.82721e-08	-2.68528e-08	-1.23743e-08	-5.70229e-09	-2.62772e-09	-1.2109e-09	-5.58005e-10	-2.57139e-10	-1.18494e-10	-5.46042e-11	-2.51626e-11	-1.15954e-11	-5.34337e-12	-2.46232e-12	-1.13468e-12	-5.22882e-13	-2.40953e-13	-1.11036e-13	-5.11673e-14	-2.35788e-14	-1.08655e-14	-5.00704e-15	-2.30733e-15	-1.06326e-15	-4.8997e-16	-2.25787e-16	-1.04047e-16	-4.79466e-17	-2.20947e-17	-1.01816e-17	
-0.625028	-0.288024	-0.132727	-0.0611629	-0.028185	-0.0129882	-0.00598517	-0.00275808	-0.00127097	-0.000585687	-0.000269895	-0.000124373	-5.73131e-05	-2.64109e-05	-1.21706e-05	-5.60845e-06	-2.58447e-06	-1.19097e-06	-5.48822e-07	-2.52907e-07	-1.16544e-07	-5.37057e-08	-2.47485e-08	-1.14046e-08	-5.25543e-09	-2.4218e-09	-1.11601e-09	-5.14277e-10	-2.36988e-10	-1.09208e-10	-5.03252e-11	-2.31908e-11	-1.06867e-11	-4.92464e-12	-2.26936e-12	-1.04576e-12	-4.81907e-13	-2.22071e-13	-1.02335e-13	-4.71576e-14	-2.17311e-14	-1.00141e-14	-4.61467e-15	-2.12652e-15	-9.7994e-16	-4.51574e-16	-2.08094e-16	-9.58933e-17	-4.41894e-17	-2.03633e-17	
-0.937542	-0.432036	-0.19909	-0.0917444	-0.0422775	-0.0194822	-0.00897776	-0.00413712	-0.00190646	-0.00087853	-0.000404843	-0.000186559	-8.59697e-05	-3.96164e-05	-1.8256e-05	-8.41267e-06	-3.87671e-06	-1.78646e-06	-8.23233e-07	-3.79361e-07	-1.74816e-07	-8.05585e-08	-3.71228e-08	-1.71069e-08	-7.88315e-09	-3.6327e-09	-1.67401e-09	-7.71416e-10	-3.55482e-10	-1.63813e-10	-7.54879e-11	-3.47862e-11	-1.60301e-11	-7.38696e-12	-3.40405e-12	-1.56865e-12	-7.2286e-13	-3.33107e-13	-1.53502e-13	-7.07364e-14	-3.25966e-14	-1.50211e-14	-6.922e-15	-3.18978e-15	-1.46991e-15	-6.77361e-16	-3.1214e-16	-1.4384e-16	-6.6284e-17	-3.05449e-17	
-1.25006	-0.576049	-0.265454	-0.122326	-0.05637	-0.0259763	-0.0119703	-0.00551615	-0.00254194	-0.00117137	-0.00053979	-0.000248745	-0.000114626	-5.28219e-05	-2.43413e-05	-1.12169e-05	-5.16895e-06	-2.38195e-06	-1.09764e-06	-5.05814e-07	-2.33088e-07	-1.07411e-07	-4.94971e-08	-2.28091e-08	-1.05109e-08	-4.8436e-09	-2.23202e-09	-1.02855e-09	-4.73976e-10	-2.18417e-10	-1.0065e-10	-4.63816e-11	-2.13735e-11	-9.84928e-12	-4.53873e-12	-2.09153e-12	-9.63814e-13	-4.44143e-13	-2.04669e-13	-9.43152e-14	-4.34622e-14	-2.00282e-14	-9.22933e-15	-4.25304e-15	-1.95988e-15	-9.03148e-16	-4.16187e-16	-1.91787e-16	-8.83787e-17	-4.07265e-17	
-1.56257	-0.720061	-0.331817	-0.152907	-0.0704625	-0.0324704	-0.0149629	-0.00689519	-0.00317743	-0.00146422	-0.000674738	-0.000310931	-0.000143283	-6.60273e-05	-3.04266e-05	-1.40211e-05	-6.46119e-06	-2.97743e-06	-1.37205e-06	-6.32268e-07	-2.9136e-07	-1.34264e-07	-6.18713e-08	-2.85114e-08	-1.31386e-08	-6.0545e-09	-2.79002e-09	-1.28569e-09	-5.92471e-10	-2.73021e-10	-1.25813e-10	-5.7977e-11	-2.67168e-11	-1.23116e-11	-5.67341e-12	-2.61441e-12	-1.20477e-12	-5.55179e-13	-2.55836e-13	-1.17894e-13	-5.43277e-14	-2.50352e-14	-1.15367e-14	-5.31631e-15	-2.44985e-15	-1.12894e-15	-5.20234e-16	-2.39733e-16	-1.10473e-16	-5.09081e-17	
-1.87508	-0.864073	-0.39818	-0.183489	-0.0845549	-0.0389645	-0.0179555	-0.00827423	-0.00381292	-0.00175706	-0.000809685	-0.000373118	-0.000171939	-7.92328e-05	-3.65119e-05	-1.68253e-05	-7.75342e-06	-3.57292e-06	-1.64647e-06	-7.58721e-07	-3.49632e-07	-1.61117e-07	-7.42456e-08	-3.42137e-08	-1.57663e-08	-7.2654e-09	-3.34803e-09	-1.54283e-09	-7.10965e-10	-3.27625e-10	-1.50976e-10	-6.95724e-11	-3.20602e-11	-1.47739e-11	-6.80809e-12	-3.13729e-12	-1.44572e-12	-6.66214e-13	-3.07004e-13	-1.41473e-13	-6.51932e-14	-3.00422e-14	-1.3844e-14	-6.37957e-15	-2.93982e-15	-1.35472e-15	-6.24281e-16	-2.8768e-16	-1.32568e-16	-6.10898e-17	
-2.1876	-1.00809	-0.464544	-0.21407	-0.0986474	-0.0454585	-0.0209481	-0.00965327	-0.0044484	-0.0020499	-0.000944633	-0.000435304	-0.000200596	-9.24382e-05	-4.25972e-05	-1.96296e-05	-9.04566e-06	-4.1684e-06	-1.92088e-06	-8.85175e-07	-4.07904e-07	-1.8797e-07	-8.66199e-08	-3.9916e-08	-1.8394e-08	-8.4763e-09	-3.90603e-09	-1.79997e-09	-8.29459e-10	-3.8223e-10	-1.76138e-10	-8.11677e-11	-3.74036e-11	-1.72362e-11	-7.94277e-12	-3.66017e-12	-1.68667e-12	-7.7725e-13	-3.58171e-13	-1.65052e-13	-7.60588e-14	-3.50493e-14	-1.61513e-14	-7.44283e-15	-3.42979e-15	-1.58051e-15	-7.28327e-16	-3.35626e-16	-1.54663e-16	-7.12714e-17	
-2.50011	-1.1521	-0.530907	-0.244652	-0.11274	-0.0519526	-0.0239407	-0.0110323	-0.00508389	-0.00234275	-0.00107958	-0.00049749	-0.000229253	-0.000105644	-4.86825e-05	-2.24338e-05	-1.03379e-05	-4.76389e-06	-2.19529e-06	-1.01163e-06	-4.66177e-07	-2.14823e-07	-9.89941e-08	-4.56183e-08	-2.10217e-08	-9.6872e-09	-4.46404e-09	-2.05711e-09	-9.47953e-10	-4.36834e-10	-2.01301e-10	-9.27631e-11	-4.27469e-11	-1.96986e-11	-9.07745e-12	-4.18306e-12	-1.92763e-12	-8.88286e-13	-4.09338e-13	-1.8863e-13	-8.69243e-14	-4.00563e-14	-1.84587e-14	-8.50609e-15	-3.91976e-15	-1.8063e-15	-8.32374e-16	-3.83573e-16	-1.76757e-16	-8.1453e-17	
-2.81263	-1.29611	-0.597271	-0.275233	-0.126832	-0.0584467	-0.0269333	-0.0124113	-0.00571937	-0.00263559	-0.00121453	-0.000559676	-0.000257909	-0.000118849	-5.47679e-05	-2.5238e-05	-1.16301e-05	-5.35938e-06	-2.4697e-06	-1.13808e-06	-5.24449e-07	-2.41675e-07	-1.11368e-07	-5.13206e-08	-2.36495e-08	-1.08981e-08	-5.02204e-09	-2.31425e-09	-1.06645e-09	-4.91438e-10	-2.26464e-10	-1.04359e-10	-4.80903e-11	-2.21609e-11	-1.02121e-11	-4.70594e-12	-2.16858e-12	-9.99321e-13	-4.60505e-13	-2.12209e-13	-9.77899e-14	-4.50633e-14	-2.0766e-14	-9.56935e-15	-4.40973e-15	-2.03208e-15	-9.36421e-16	-4.3152e-16	-1.98852e-16	-9.16347e-17	
