0.00458789  179.986  -0.262477
0.0295475  179.039  -1.39402
0.00343376  179.818  -0.074402
0.00435538  180.117  -0.220603
0.0080555  179.623  -0.266656
0.0087797  180.407  0.295424
0.00251847  180.115  -0.0874763
0.0135175  180.681  0.369341
0.00587236  180.212  0.261029
0.00713924  180.408  -0.0349808
0.00679153  180.264  -0.285589
0.0073458  179.669  -0.259549
0.0139138  179.226  0.190511
0.00790466  180.28  0.356124
0.052618  177.433  -1.58076
0.00664867  180.298  0.237647
0.001744  179.952  -0.0874633
0.00870222  180.304  -0.395047
0.0120687  180.681  -0.121366
0.00988006  179.455  0.15256
0.00866706  180.458  0.191967
0.0400227  181.725  -1.51082
0.0309303  181.189  -1.31385
0.00430778  180.093  0.228504
0.0051839  180.27  0.123131
0.0101273  179.567  0.386401
0.0031264  179.968  -0.176283
0.00557593  180.296  -0.120959
0.00935867  180.493  -0.211352
0.266027  174.491  -14.2338
0.0355426  179.766  -2.02298
0.0200167  179.046  -0.636901
0.0172719  179.052  0.282749
0.0062949  180.14  -0.332284
0.119179  180.304  6.82168
0.00329537  180.185  0.0389558
0.0037382  180.061  -0.205436
0.0203193  179.531  -1.06562
0.0101617  180.581  0.0426524
0.00661355  180.253  0.282466
0.00754395  180.237  0.361433
0.00596833  180.335  0.0669175
0.010433  180.561  0.207127
0.00966446  180.436  -0.341141
0.0129914  180.511  0.541056
0.00314606  179.88  0.13443
0.00680457  180.068  -0.383825
0.00347763  180.139  -0.142867
0.00551254  179.901  -0.299901
0.00950838  179.796  -0.505194
0.00237766  179.979  0.134524
0.00708157  180.336  0.226999
0.0193221  179.963  1.10647
0.0143739  179.194  -0.169676
0.00500224  180.116  0.26206
0.0111909  180.632  -0.11082
0.0105034  179.442  0.224383
0.00942539  179.502  -0.210065
0.00742347  180.178  0.38611
0.0045377  180.129  0.225595
0.00231895  180.011  0.132402
0.00938856  179.463  -0.0316508
0.0577895  176.857  -1.04098
0.0261943  180.285  1.47355
0.00436138  179.763  -0.0788661
0.0237364  179.858  -1.35252
0.00108188  179.972  0.0552872
0.00676908  180.028  -0.386793
0.00154151  180.014  0.0871945
0.00594069  179.72  -0.193881
0.0179068  180.998  -0.239352
0.00244248  180.049  -0.131035
0.00797164  180.204  -0.408531
0.0189973  180.849  0.681353
0.046834  178.195  -1.98628
0.00905656  180.518  -0.0331845
0.0126448  179.597  0.601947
0.00874368  180.409  0.289026
0.0687604  177.004  -2.55943
0.0216885  178.758  -0.0365097
0.000510988  180.028  0.00839069
0.00650674  180.287  -0.237781
0.00779882  179.968  0.445673
0.00459289  180.218  -0.147389
0.00805037  179.917  0.453718
0.0130633  179.253  -0.0445849
0.00354624  179.988  -0.202814
0.00194483  180.034  0.106268
