 #---MODEL-----NEUTRALINO MASS---RELIC DENSITY----
 rndm00000060  0.6225514386E+02  0.1040646326E+00
 rndm00000080  0.7689861493E+02  0.9826787263E-01
 rndm00000100  0.9656232587E+02  0.1053882432E+00
 rndm00000120  0.1241998046E+03  0.9939982485E-01
 rndm00000140  0.1375555894E+03  0.1016201233E+00
 rndm00000160  0.1596116133E+03  0.1085893954E+00
 rndm00000180  0.1843806466E+03  0.1243393564E+00
