PSR ID	B(deg)	L(deg)	Period(s)	Pdot	Flux(photons/cm^2/s)	LowCut(GeV)	HighCut(GeV)	SpectralIndex	T-Zero(MJD)	Binary(Y/N)	NumBins	Lite1	Lite2	Lite3	Lite4	Lite5	Lite6	Lite7	Lite8	Lite9	Lite10	Lite11	Lite12	Lite13	Lite14	Lite15	Lite16	Lite17	Lite18	Lite19	Lite20	Lite21
GRS00874667	-3.89E+00	3.10E+02	3.65E-01	1.45E-15	6.24E-11	1.00E-01	5.81E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.94E-11	1.11E-09	6.94E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00875485	2.14E-01	3.26E+02	6.99E-01	1.55E-14	6.73E-11	1.00E-01	1.78E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.08E-10	9.31E-10	2.08E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00876898	3.05E-01	4.86E+01	3.59E-01	4.21E-14	8.43E-11	1.00E-01	1.08E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.37E-11	4.44E-10	7.50E-10	4.44E-10	2.37E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00876993	-4.72E-01	2.82E+01	4.98E-01	1.66E-15	4.02E-10	1.00E-01	5.43E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.71E-11	2.07E-10	7.99E-10	5.93E-09	7.99E-10	2.07E-10	4.71E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS11877213	4.62E+01	2.91E+02	4.31E-01	2.09E-16	1.14E-07	1.00E-01	1.53E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.28E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00878238	-1.19E+00	8.64E+01	3.92E-01	5.82E-15	1.14E-10	1.00E-01	2.90E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.28E-10	5.79E-10	8.71E-10	5.79E-10	1.28E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00878343	6.68E-01	4.09E+01	1.10E+00	2.60E-16	4.77E-13	1.00E-01	1.37E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.53E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00881872	-3.70E-01	2.69E+01	1.02E+00	5.28E-14	4.10E-11	1.00E-01	9.63E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.91E-11	7.61E-10	2.91E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00882697	-2.64E-01	1.22E+01	5.31E-01	1.41E-15	4.16E-13	1.00E-01	5.89E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.31E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00883164	-6.33E-02	3.23E+02	4.37E-01	8.87E-15	7.47E-11	1.00E-01	2.35E+01	6.67E-01	5.19E+04	N	21	3.36E-11	3.51E-11	3.95E-11	4.69E-11	5.70E-11	6.93E-11	8.30E-11	9.68E-11	1.09E-10	1.17E-10	1.20E-10	1.17E-10	1.09E-10	9.68E-11	8.30E-11	6.93E-11	5.70E-11	4.69E-11	3.95E-11	3.51E-11	3.36E-11
GRS00883519	1.16E+00	1.90E+01	2.54E-01	2.10E-14	1.66E-09	1.00E-01	1.53E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.19E-10	6.39E-10	1.45E-09	3.10E-09	6.43E-09	9.48E-09	6.43E-09	3.10E-09	1.45E-09	6.39E-10	2.19E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS01883680	7.61E-01	3.33E+02	7.79E-01	2.60E-15	1.24E-11	1.00E-01	4.34E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.48E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00885267	-3.13E-01	1.61E+01	6.28E-01	9.68E-14	8.66E-10	1.00E-01	7.11E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.57E-11	4.95E-10	2.13E-09	1.19E-08	2.13E-09	4.95E-10	7.57E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00886877	-1.43E+00	1.75E+01	4.16E-01	1.16E-15	6.25E-11	1.00E-01	6.50E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.75E-12	1.24E-09	3.75E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00888353	3.81E-01	3.52E+02	2.78E-01	8.86E-15	3.37E-11	1.00E-01	2.35E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.53E-11	1.68E-10	3.06E-10	1.68E-10	1.53E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00890233	-4.36E-01	9.40E+00	1.80E-01	1.17E-14	3.92E-11	1.00E-01	2.05E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.79E-11	2.17E-10	3.15E-10	2.17E-10	1.79E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00892341	-9.94E-01	1.17E+00	6.27E-01	1.76E-13	1.28E-10	1.00E-01	5.27E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.42E-10	6.27E-10	1.02E-09	6.27E-10	1.42E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00892451	1.33E-01	3.54E+02	5.47E-01	2.18E-14	1.24E-11	1.00E-01	1.50E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.72E-11	5.95E-11	7.42E-11	5.95E-11	2.72E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00892997	-9.81E-01	8.66E-01	2.23E-01	1.19E-15	7.19E-10	1.00E-01	6.41E+01	6.67E-01	5.19E+04	N	21	1.23E-10	1.30E-10	1.52E-10	1.94E-10	2.64E-10	3.76E-10	5.59E-10	8.58E-10	1.34E-09	2.00E-09	2.39E-09	2.00E-09	1.34E-09	8.58E-10	5.59E-10	3.76E-10	2.64E-10	1.94E-10	1.52E-10	1.30E-10	1.23E-10
GRS00895187	-1.03E+00	5.40E-01	2.76E-01	7.50E-16	7.28E-11	1.00E-01	8.08E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.41E-12	1.06E-10	3.30E-10	5.67E-10	3.30E-10	1.06E-10	8.41E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00897075	-1.02E+01	3.11E+02	5.56E-01	3.45E-15	8.93E-10	1.00E-01	3.77E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.37E-10	3.63E-09	1.03E-08	3.63E-09	1.37E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00898001	-1.76E+00	3.06E+02	4.77E-01	3.44E-15	8.40E-12	1.00E-01	3.77E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.29E-12	4.49E-11	6.77E-11	4.49E-11	5.29E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00898050	2.21E+00	3.38E+02	8.17E-01	6.65E-15	4.54E-11	1.00E-01	2.71E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.08E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00899597	-1.35E+00	9.85E+01	2.45E-01	2.02E-15	1.56E-10	1.00E-01	4.92E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.15E-10	6.08E-10	1.68E-09	6.08E-10	1.15E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00899750	-5.44E-01	3.43E+02	4.24E-01	2.79E-15	4.70E-11	1.00E-01	4.19E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.36E-11	8.72E-10	3.36E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00899815	1.71E+00	3.40E+02	1.99E-01	3.66E-15	1.67E-10	1.00E-01	3.66E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.16E-10	2.73E-10	4.30E-10	5.51E-10	5.98E-10	5.51E-10	4.30E-10	2.73E-10	1.16E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00903071	1.59E+00	2.97E+02	5.05E-01	6.67E-14	1.95E-10	1.00E-01	8.56E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.71E-10	2.35E-09	7.71E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00904598	3.49E-01	3.48E+02	3.61E-01	5.65E-15	4.72E-10	1.00E-01	2.94E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.65E-10	6.39E-10	1.95E-09	3.92E-09	1.95E-09	6.39E-10	1.65E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00909293	2.34E+00	1.13E+02	2.97E-01	2.31E-15	1.66E-12	1.00E-01	4.60E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.18E-12	2.09E-11	6.18E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00909543	-2.33E-01	2.97E+02	2.05E-01	5.20E-15	1.99E-10	1.00E-01	3.07E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.17E-11	2.77E-10	8.72E-10	1.59E-09	8.72E-10	2.77E-10	4.17E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00909611	5.71E-01	3.87E+00	4.30E-01	2.14E-13	5.59E-11	1.00E-01	4.78E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.24E-11	2.99E-10	3.95E-10	2.99E-10	6.24E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00911387	2.63E-01	3.46E+02	3.65E-01	1.37E-14	4.90E-11	1.00E-01	1.89E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.22E-10	5.34E-10	2.22E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00912973	-1.05E+00	2.53E+02	6.15E-01	1.30E-14	2.08E-12	1.00E-01	1.94E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.16E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00912974	7.91E-01	1.95E+01	1.51E+00	9.60E-14	1.72E-10	1.00E-01	7.14E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.43E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00914993	1.40E-01	3.42E+02	4.74E-01	7.06E-15	1.45E-09	1.00E-01	2.63E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.58E-10	1.54E-09	2.55E-08	1.54E-09	2.58E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00917231	-3.90E-02	7.98E+00	8.71E-01	2.49E-14	6.65E-13	1.00E-01	1.40E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.33E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00919829	2.73E+00	2.68E+02	7.79E-02	1.43E-16	8.71E-11	1.00E-01	1.85E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.31E-11	1.31E-10	3.89E-10	6.56E-10	3.89E-10	1.31E-10	2.31E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00921529	1.06E+01	3.43E+02	3.84E-01	1.08E-16	2.26E-12	1.00E-01	2.13E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.52E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00922145	-5.96E-01	3.08E+02	3.91E-01	3.02E-14	5.65E-11	1.00E-01	1.27E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.35E-10	6.59E-10	2.35E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00922668	7.48E-01	6.98E+00	5.83E-01	1.32E-15	4.22E-10	1.00E-01	6.09E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.45E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00924165	4.03E+00	3.32E+02	2.02E-01	4.85E-16	1.59E-10	1.00E-01	1.00E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.06E-10	7.68E-10	1.03E-09	7.68E-10	3.06E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00927169	9.85E-02	3.43E+02	2.11E-01	2.11E-15	7.22E-12	1.00E-01	4.82E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.43E-12	3.80E-11	5.17E-11	3.80E-11	8.43E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00927457	-6.24E-02	2.00E+00	7.86E-01	2.80E-14	7.33E-11	1.00E-01	1.32E+01	6.67E-01	5.19E+04	N	21	1.25E-11	1.42E-11	1.94E-11	2.84E-11	4.16E-11	5.94E-11	8.18E-11	1.08E-10	1.33E-10	1.53E-10	1.61E-10	1.53E-10	1.33E-10	1.08E-10	8.18E-11	5.94E-11	4.16E-11	2.84E-11	1.94E-11	1.42E-11	1.25E-11
GRS00928622	8.37E-01	1.32E+01	5.36E-01	9.52E-16	9.70E-12	1.00E-01	7.17E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.94E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00929397	1.37E-02	3.32E+02	3.11E-01	3.47E-15	2.13E-12	1.00E-01	3.76E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.56E-12	1.04E-11	1.28E-11	1.04E-11	4.56E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00930117	-3.43E+00	1.12E+02	3.27E-01	2.84E-15	9.73E-09	1.00E-01	4.15E+01	6.67E-01	5.19E+04	N	21	1.03E-09	1.08E-09	1.24E-09	1.53E-09	2.03E-09	2.88E-09	4.42E-09	7.55E-09	1.57E-08	5.98E-08	0.00E+00	5.98E-08	1.57E-08	7.55E-09	4.42E-09	2.88E-09	2.03E-09	1.53E-09	1.24E-09	1.08E-09	1.03E-09
GRS00931543	-1.14E-01	3.53E+02	3.11E-01	3.01E-15	7.87E-11	1.00E-01	4.03E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.26E-11	1.69E-10	3.48E-10	4.54E-10	3.48E-10	1.69E-10	4.26E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00931960	-5.95E-01	3.00E+01	6.77E-01	1.02E-14	6.96E-10	1.00E-01	2.19E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	1.31E-11	4.50E-11	9.90E-11	1.89E-10	3.43E-10	6.27E-10	1.21E-09	2.48E-09	3.92E-09	2.48E-09	1.21E-09	6.27E-10	3.43E-10	1.89E-10	9.90E-11	4.50E-11	1.31E-11	0.00E+00	0.00E+00
GRS00932408	4.59E-01	2.17E+02	1.57E-01	3.86E-16	5.00E-10	1.00E-01	1.13E+02	6.67E-01	5.19E+04	N	21	9.24E-11	1.00E-10	1.24E-10	1.67E-10	2.37E-10	3.40E-10	4.90E-10	6.94E-10	9.43E-10	1.18E-09	1.28E-09	1.18E-09	9.43E-10	6.94E-10	4.90E-10	3.40E-10	2.37E-10	1.67E-10	1.24E-10	1.00E-10	9.24E-11
GRS10933105	-8.50E-01	1.63E+00	3.37E+00	1.25E-13	3.17E-08	1.00E-01	6.27E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.34E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00933362	1.97E-01	3.01E+02	2.05E-01	1.58E-14	1.02E-09	1.00E-01	1.76E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.86E-11	2.76E-10	7.10E-10	1.88E-09	7.29E-09	0.00E+00	7.29E-09	1.88E-09	7.10E-10	2.76E-10	7.86E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00936519	1.33E+00	5.32E+01	4.68E-01	4.82E-15	1.21E-10	1.00E-01	3.19E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.88E-11	4.90E-10	1.30E-09	4.90E-10	6.88E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00937692	-9.93E-01	2.58E+02	4.04E-01	1.07E-15	8.52E-12	1.00E-01	6.77E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.70E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00938320	-2.95E+00	2.88E+02	2.21E-01	1.17E-16	6.43E-10	1.00E-01	2.05E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.29E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00939067	-5.07E+00	1.25E+01	3.50E-01	9.02E-16	1.81E-10	1.00E-01	7.36E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.55E-10	2.90E-09	3.55E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00939610	-3.29E-02	3.42E+02	3.26E-01	7.01E-15	1.38E-10	1.00E-01	2.64E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.80E-10	6.53E-10	1.10E-09	6.53E-10	1.80E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00940795	-2.13E-01	3.91E+00	1.56E-01	6.16E-15	1.59E-09	1.00E-01	2.82E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.85E-10	2.53E-09	2.60E-08	2.53E-09	3.85E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00941970	-3.69E+00	9.22E+00	4.41E-01	2.08E-15	7.24E-11	1.00E-01	4.85E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.45E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00943493	4.22E-01	1.80E+01	9.48E-02	8.13E-15	8.40E-10	1.00E-01	2.45E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.72E-10	1.72E-09	3.71E-09	5.02E-09	3.71E-09	1.72E-09	4.72E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00944431	1.27E+00	2.15E+01	5.02E-01	8.44E-15	1.44E-11	1.00E-01	2.41E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.83E-12	7.15E-11	1.26E-10	7.15E-11	9.83E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00945542	9.11E-01	4.38E+01	1.01E+00	1.62E-14	1.08E-09	1.00E-01	1.74E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.16E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00946596	4.57E-02	3.48E+02	3.93E-01	7.00E-15	2.59E-12	1.00E-01	2.64E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.12E-12	1.37E-11	2.20E-11	1.37E-11	1.12E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
