PSR ID	B(deg)	L(deg)	Period(s)	Pdot	Flux(photons/cm^2/s)	LowCut(GeV)	HighCut(GeV)	SpectralIndex	T-Zero(MJD)	Binary(Y/N)	NumBins	Lite1	Lite2	Lite3	Lite4	Lite5	Lite6	Lite7	Lite8	Lite9	Lite10	Lite11	Lite12	Lite13	Lite14	Lite15	Lite16	Lite17	Lite18	Lite19	Lite20	Lite21
GRS01369	3.56E+00	2.98E+01	2.60E-01	1.49E-15	3.42E-09	1.00E-01	5.73E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.26E-10	2.21E-09	1.05E-08	4.28E-08	1.05E-08	2.21E-09	1.26E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00728	-4.61E+00	3.14E+02	5.63E-01	3.72E-15	2.09E-10	1.00E-01	3.63E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.18E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS00927	-1.69E-01	2.58E+02	6.61E-01	3.13E-15	2.77E-12	1.00E-01	3.96E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.54E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001119	-1.43E+00	2.15E+02	1.50E-01	5.44E-15	9.34E-12	1.00E-01	3.00E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.23E-11	1.02E-10	4.23E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001589	8.63E-01	3.45E+02	2.71E-01	1.07E-14	3.82E-11	1.00E-01	2.14E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-11	2.06E-10	3.11E-10	2.06E-10	2.00E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS005892	-9.35E-01	3.00E+01	4.88E-01	2.35E-14	4.19E-10	1.00E-01	1.54E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.53E-10	1.82E-09	4.23E-09	1.82E-09	2.53E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS006887	-6.83E-01	3.18E+02	5.53E-01	2.24E-14	9.03E-12	1.00E-01	1.48E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.25E-11	9.54E-11	4.25E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS008452	8.13E-01	3.07E+02	3.10E-01	5.67E-15	2.38E-10	1.00E-01	2.94E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.08E-10	6.96E-10	3.14E-09	6.96E-10	1.08E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS008759	1.03E+00	3.03E+01	3.16E-01	2.11E-16	1.07E-10	1.00E-01	1.52E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.14E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0010174	1.46E+00	3.60E+01	3.31E-01	3.78E-15	9.52E-11	1.00E-01	3.60E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.69E-11	3.99E-10	9.73E-10	3.99E-10	6.69E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0011284	2.79E+00	2.07E+01	5.04E-01	4.72E-15	9.53E-11	1.00E-01	3.22E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.80E-11	3.90E-10	1.03E-09	3.90E-10	4.80E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0012745	3.47E+00	3.46E+00	4.88E-01	1.64E-15	1.06E-10	1.00E-01	5.46E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.45E-11	3.04E-10	1.47E-09	3.04E-10	1.45E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0114252	-1.40E+00	2.65E+01	4.61E-01	8.83E-15	9.68E-09	1.00E-01	2.35E+01	6.67E-01	5.19E+04	N	21	6.04E-09	6.13E-09	6.39E-09	6.85E-09	7.54E-09	8.49E-09	9.73E-09	1.12E-08	1.28E-08	1.42E-08	1.47E-08	1.42E-08	1.28E-08	1.12E-08	9.73E-09	8.49E-09	7.54E-09	6.85E-09	6.39E-09	6.13E-09	6.04E-09
GRS0017220	8.90E-01	4.91E+01	1.01E+00	4.94E-15	4.76E-11	1.00E-01	3.15E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.51E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0018010	-1.14E-01	2.87E+01	3.79E-01	8.42E-15	2.84E-11	1.00E-01	2.41E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.32E-12	1.25E-10	3.07E-10	1.25E-10	5.32E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0020942	8.86E-02	7.79E+01	5.39E-01	1.17E-14	1.40E-11	1.00E-01	2.05E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.42E-12	2.06E-11	3.84E-11	5.13E-11	5.60E-11	5.13E-11	3.84E-11	2.06E-11	1.42E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0021236	-2.58E-01	3.15E+02	3.08E-01	1.13E-15	8.42E-13	1.00E-01	6.58E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.27E-13	1.41E-12	2.25E-12	2.82E-12	3.03E-12	2.82E-12	2.25E-12	1.41E-12	4.27E-13	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0022969	1.60E-01	2.29E+01	3.18E-01	4.05E-15	1.57E-11	1.00E-01	3.47E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.85E-14	2.14E-11	4.30E-11	5.99E-11	6.64E-11	5.99E-11	4.30E-11	2.14E-11	9.85E-14	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0027692	-1.75E+01	9.71E+00	2.97E-01	3.12E-16	1.91E-10	1.00E-01	1.25E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.37E-11	3.70E-09	5.37E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0028497	1.49E+00	3.49E+02	4.69E-01	2.09E-14	8.01E-11	1.00E-01	1.53E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.56E-11	1.88E-10	3.70E-10	4.55E-10	3.70E-10	1.88E-10	1.56E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS1028691	-1.49E-01	6.40E+01	2.10E-01	4.89E-14	1.37E-08	1.00E-01	1.00E+01	6.67E-01	5.19E+04	N	21	0.00E+00	5.19E-11	2.23E-10	5.57E-10	1.15E-09	2.18E-09	4.09E-09	7.95E-09	1.71E-08	4.61E-08	1.16E-07	4.61E-08	1.71E-08	7.95E-09	4.09E-09	2.18E-09	1.15E-09	5.57E-10	2.23E-10	5.19E-11	0.00E+00
GRS0033573	-3.58E-01	3.46E+02	2.22E-01	1.97E-14	1.68E-09	1.00E-01	1.58E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.52E-10	1.47E-09	6.15E-09	1.81E-08	6.15E-09	1.47E-09	1.52E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0036472	5.24E-01	1.98E+01	4.28E-01	1.27E-14	1.01E-10	1.00E-01	1.97E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.21E-11	4.29E-10	1.08E-09	4.29E-10	4.21E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0136633	-2.25E+00	3.10E+02	5.36E-01	3.83E-15	3.26E-09	1.00E-01	3.57E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.05E-08	4.41E-08	1.05E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0038353	4.00E-02	1.99E+01	5.88E-01	2.88E-14	3.23E-13	1.00E-01	1.30E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.49E-14	6.37E-12	4.49E-14	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0038715	-4.56E+00	3.58E+02	1.28E-01	1.65E-16	8.16E-11	1.00E-01	1.72E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.74E-11	5.51E-11	1.39E-10	3.33E-10	5.43E-10	3.33E-10	1.39E-10	5.51E-11	1.74E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0039947	-4.85E+00	3.41E+02	5.95E-01	5.29E-15	8.94E-11	1.00E-01	3.04E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.63E-10	1.06E-09	3.63E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0042183	6.55E-01	2.94E+02	1.71E-01	8.74E-15	4.03E-11	1.00E-01	2.37E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.30E-11	2.12E-10	3.15E-10	2.12E-10	3.30E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0042203	-2.08E-01	2.85E+01	2.01E-01	4.78E-15	4.78E-10	1.00E-01	3.20E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.29E-11	6.76E-10	2.21E-09	3.77E-09	2.21E-09	6.76E-10	1.29E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0042518	-6.07E-01	3.38E+02	2.44E-01	1.46E-15	9.00E-12	1.00E-01	5.79E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.47E-11	9.06E-11	4.47E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0042789	6.21E-01	3.53E+02	3.21E-01	1.02E-15	3.94E-11	1.00E-01	6.94E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.09E-10	5.71E-10	1.09E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0042841	-4.77E-01	3.50E+02	4.36E-01	5.65E-15	1.62E-10	1.00E-01	2.94E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.25E-11	5.89E-10	2.01E-09	5.89E-10	2.25E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0042895	1.17E-01	4.44E+01	1.74E-01	3.86E-14	1.34E-09	1.00E-01	1.13E+01	6.94E-01	5.19E+04	N	21	5.53E-12	1.09E-11	2.82E-11	6.19E-11	1.22E-10	2.27E-10	4.21E-10	8.11E-10	1.73E-09	4.50E-09	1.09E-08	4.50E-09	1.73E-09	8.11E-10	4.21E-10	2.27E-10	1.22E-10	6.19E-11	2.82E-11	1.09E-11	5.53E-12
GRS0046455	2.71E-01	3.38E+02	1.74E-01	4.46E-15	3.25E-10	1.00E-01	3.31E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.64E-10	2.89E-09	0.00E+00	2.89E-09	3.64E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0047270	-4.26E-01	3.13E+02	2.57E-01	5.48E-16	6.46E-12	1.00E-01	9.45E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.16E-12	2.73E-11	7.03E-11	2.73E-11	2.16E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0047391	-4.91E-01	3.23E+02	3.80E-01	5.32E-15	6.08E-10	1.00E-01	3.03E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.68E-11	4.08E-10	1.09E-09	2.53E-09	3.93E-09	2.53E-09	1.09E-09	4.08E-10	8.68E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0047573	-1.00E+01	2.39E+01	2.01E-01	1.37E-16	4.34E-11	1.00E-01	1.89E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.37E-11	7.60E-10	5.37E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0048008	3.05E+00	2.90E+02	4.15E-01	5.73E-16	5.61E-12	1.00E-01	9.24E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.12E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0050474	5.60E-01	7.04E+01	8.02E-01	4.98E-14	1.18E-10	1.00E-01	9.91E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.48E-10	1.67E-09	3.48E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0052327	-1.58E-01	1.38E+01	2.70E-01	2.95E-15	3.55E-10	1.00E-01	4.07E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.49E-11	2.42E-10	6.58E-10	1.49E-09	2.22E-09	1.49E-09	6.58E-10	2.42E-10	4.49E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0052456	-5.74E-01	1.30E+01	6.18E-01	1.74E-14	1.16E-11	1.00E-01	1.68E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.52E-11	1.42E-10	4.52E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0056067	-2.74E-01	1.36E+01	1.91E-01	4.96E-16	6.14E-13	1.00E-01	9.94E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.23E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0057135	-2.57E+00	3.20E+02	2.82E-01	2.93E-15	1.98E-09	1.00E-01	4.09E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.99E-10	6.70E-09	2.47E-08	6.70E-09	6.99E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0057554	5.55E+00	6.62E+01	3.66E-01	1.25E-14	8.31E-11	1.00E-01	2.10E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.78E-10	9.07E-10	3.78E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0058796	2.84E-01	4.77E+00	5.74E-01	3.04E-14	6.79E-10	1.00E-01	1.27E+01	6.67E-01	5.19E+04	N	21	1.61E-10	1.71E-10	2.01E-10	2.55E-10	3.41E-10	4.70E-10	6.56E-10	9.14E-10	1.24E-09	1.55E-09	1.69E-09	1.55E-09	1.24E-09	9.14E-10	6.56E-10	4.70E-10	3.41E-10	2.55E-10	2.01E-10	1.71E-10	1.61E-10
GRS0063739	1.51E-01	3.03E+01	4.28E-01	2.27E-14	2.00E-09	1.00E-01	1.47E+01	6.67E-01	5.19E+04	N	21	3.10E-10	3.21E-10	3.58E-10	4.28E-10	5.44E-10	7.37E-10	1.07E-09	1.69E-09	3.01E-09	6.23E-09	1.06E-08	6.23E-09	3.01E-09	1.69E-09	1.07E-09	7.37E-10	5.44E-10	4.28E-10	3.58E-10	3.21E-10	3.10E-10
GRS0064074	-6.44E-01	4.24E+01	7.16E-01	8.55E-15	1.88E-10	1.00E-01	2.39E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.77E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0064400	2.12E+00	2.64E+01	3.08E-01	4.61E-16	3.37E-12	1.00E-01	1.03E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.75E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0067080	6.89E-01	8.10E+01	5.67E-01	6.59E-15	1.15E-10	1.00E-01	2.72E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.04E-11	2.16E-09	7.04E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0070100	8.64E+00	1.28E+02	4.12E-01	8.06E-16	2.12E-09	1.00E-01	7.79E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.57E-11	2.75E-10	1.30E-09	3.92E-08	1.30E-09	2.75E-10	1.57E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0070984	2.46E+00	3.25E+02	4.09E-01	2.88E-15	5.03E-11	1.00E-01	4.12E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.46E-11	2.48E-10	4.42E-10	2.48E-10	3.46E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0072495	3.34E+00	9.80E+00	2.82E-01	3.49E-15	9.60E-11	1.00E-01	3.74E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.34E-11	3.82E-10	1.07E-09	3.82E-10	4.34E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0073486	3.28E-01	3.36E+02	2.92E-01	5.49E-15	6.32E-10	1.00E-01	2.99E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	7.25E-13	1.97E-11	5.36E-11	1.14E-10	2.29E-10	4.72E-10	1.12E-09	4.32E-09	0.00E+00	4.32E-09	1.12E-09	4.72E-10	2.29E-10	1.14E-10	5.36E-11	1.97E-11	7.25E-13	0.00E+00	0.00E+00
GRS0074663	-1.67E-01	3.13E+02	4.84E-01	4.69E-15	2.44E-11	1.00E-01	3.23E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.96E-11	4.08E-10	3.96E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0081757	-6.30E-01	3.23E+01	2.65E-01	3.09E-15	9.44E-12	1.00E-01	3.98E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.52E-11	4.80E-11	6.24E-11	4.80E-11	1.52E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0085852	2.69E-01	3.56E+02	4.32E-01	4.91E-15	7.14E-11	1.00E-01	3.16E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.32E-12	2.26E-11	7.11E-11	2.38E-10	7.58E-10	2.38E-10	7.11E-11	2.26E-11	3.32E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0086723	2.08E+00	3.01E+01	4.59E-01	2.59E-15	1.91E-10	1.00E-01	4.35E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.37E-10	2.95E-09	4.37E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0087425	2.38E+00	2.99E+02	3.45E-01	1.28E-15	8.07E-10	1.00E-01	6.17E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	1.78E-11	1.42E-10	3.38E-10	6.42E-10	1.11E-09	1.78E-09	2.56E-09	2.95E-09	2.56E-09	1.78E-09	1.11E-09	6.42E-10	3.38E-10	1.42E-10	1.78E-11	0.00E+00	0.00E+00	0.00E+00
GRS0088286	7.44E+00	3.11E+01	2.98E-01	2.18E-16	1.39E-11	1.00E-01	1.50E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.71E-11	2.43E-10	1.71E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0088730	1.43E+00	3.18E+02	2.06E-01	1.93E-15	6.54E-10	1.00E-01	5.04E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.27E-10	4.22E-10	1.09E-09	2.67E-09	4.47E-09	2.67E-09	1.09E-09	4.22E-10	1.27E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0089276	6.44E-01	3.36E+01	2.05E-01	1.17E-15	2.19E-10	1.00E-01	6.48E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.79E-11	3.64E-10	1.77E-09	0.00E+00	1.77E-09	3.64E-10	5.79E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS0097861	2.28E-01	5.41E+01	2.38E-01	3.54E-14	3.52E-09	1.00E-01	1.18E+01	6.67E-01	5.19E+04	N	21	4.84E-10	5.49E-10	7.54E-10	1.12E-09	1.69E-09	2.52E-09	3.66E-09	5.11E-09	6.75E-09	8.17E-09	8.74E-09	8.17E-09	6.75E-09	5.11E-09	3.66E-09	2.52E-09	1.69E-09	1.12E-09	7.54E-10	5.49E-10	4.84E-10
