#
# $Header: /nfs/slac/g/glast/ground/cvs/ScienceTools-scons/fitsGen/data/egret_gtis_tjd.dat,v 1.2 2005/12/09 16:34:07 jchiang Exp $
#
9643.68403 9644.09782
9644.11149 9647.12579
9647.14708 9653.08451
9653.10524 9657.65347
9658.87153 9661.28611
9661.30694 9672.73494
9672.73884 9672.80352
9672.80766 9672.83889
9672.85972 9688.94792
9688.96875 9699.34831
9699.37639 9702.32701
9702.35813 9713.1875
9713.20972 9729.5625
9729.58333 9730.23898
9730.27009 9734.18775
9734.22197 9743.21528
9743.23611 9743.79295
9743.85137 9743.92113
9743.92418 9746.73797
9746.76948 9754.875
9754.89583 9754.94236
9754.96319 9758.7919
9758.82451 9770.77222
9770.91924 9772.77431
9772.79653 9776.69516
9776.72329 9784.57292
9784.59722 9784.63542
9784.66042 9797.14583
9797.16667 9813.33958
9813.36042 9838.23194
9838.25278 9845.58264
9845.59444 9845.61117
9845.61497 9859.13542
9859.15625 9878.5597
9878.58591 9880.53819
9880.55903 9899.16336
9899.18609 9912.78958
9912.81042 9954.79861
9954.81944 9954.86458
9954.88542 9965.50833
9965.54028 9965.57292
9965.60486 9965.6375
9965.66944 9965.70208
9965.73403 9965.76736
9965.79931 9965.83194
9965.86389 9965.89653
9965.92847 9965.96111
9965.99306 9966.02639
9966.05833 9966.09097
9966.12292 9966.15556
9966.1875 9966.22014
9966.25208 9966.28472
9966.31667 9966.35
9966.38194 9966.41458
9966.44653 9966.47917
9966.51111 9966.52431
9966.58122 9967.60492
9968.85306 9972.2625
9972.28333 9995.69306
9995.71389 10020.3333
10020.3542 10051.7104
10051.7313 10170.7396
10170.7604 10178.8764
10179.0 10202.7174
10202.7382 10231.7549
10231.7757 10324.6931
10324.7139 10363.8819
10363.9028 10377.1806
10377.2014 10438.875
10438.8958 10456.4722
10456.4931 10505.3403
10505.3611 10903.6897
10905.7531 11157.7945
11162.6626 11197.6153
11198.6101 11568.6486
11570.6403 11582.6667
11583.6877 11692.9167
