     1            20
     2            20
     3            16
     4            19
     5            28
     6            14
     7            25
     8            20
     9            29
    10            23
    11            35
    12            30
    13            27
    14            38
    15            26
    16            53
    17            49
    18            77
    19            94
    20            99
    21           109
    22            95
    23            99
    24            71
    25            62
    26            56
    27            53
    28            46
    29            46
    30            34
    31            45
    32            47
    33            32
    34            38
    35            41
    36            45
    37            37
    38            27
    39            40
    40            35
    41            42
    42            33
    43            48
    44            30
    45            49
    46            44
    47            34
    48            41
    49            36
    50            44
    51            39
    52            39
    53            40
    54            36
    55            32
    56            52
    57            53
    58            31
    59            43
    60            57
    61            45
    62            51
    63            50
    64            49
    65            63
    66            65
    67            75
    68            97
    69           106
    70           130
    71           138
    72           145
    73            90
    74            77
    75            50
    76            46
    77            36
    78            33
    79            37
    80            31
    81            25
    82            22
    83            22
    84            18
    85            27
    86            16
    87            21
    88            24
    89            21
    90            27
    91            20
    92            20
    93            15
    94            16
    95            22
    96            27
    97            28
    98            18
    99            25
   100            18
